Elapsed time,AECG1,AECG2,AECG3,AECG4
'0:05.348',-18,-8,6.5,-3.8
'0:05.349',-18.2,-8,6.5,-3.8
'0:05.350',-18.4,-8,6.5,-3.7
'0:05.351',-18.6,-8,6.5,-3.7
'0:05.352',-18.8,-8,6.5,-3.6
'0:05.353',-19,-8,6.5,-3.4
'0:05.354',-19.2,-8,6.4,-3.2
'0:05.355',-19.5,-8.2,6.3,-3
'0:05.356',-19.7,-8.4,6.2,-2.9
'0:05.357',-19.8,-8.6,6.1,-3
'0:05.358',-19.8,-8.8,5.9,-3.2
'0:05.359',-19.8,-9,5.7,-3.3
'0:05.360',-19.7,-9.2,5.6,-3.3
'0:05.361',-19.6,-9.6,5.4,-3.1
'0:05.362',-19.5,-9.9,5.3,-2.9
'0:05.363',-19.2,-10.4,5.1,-2.9
'0:05.364',-18.8,-11,4.9,-3
'0:05.365',-18.3,-11.5,4.7,-3.2
'0:05.366',-17.7,-11.8,4.5,-3.4
'0:05.367',-17.1,-12.1,4.3,-3.6
'0:05.368',-16.4,-12.2,4.1,-3.7
'0:05.369',-15.8,-12.4,3.9,-3.9
'0:05.370',-15,-12.6,3.8,-4
'0:05.371',-14.4,-12.7,3.7,-4.1
'0:05.372',-13.8,-12.6,3.6,-4.2
'0:05.373',-13.4,-12,3.6,-4.3
'0:05.374',-13.2,-11,3.5,-4.3
'0:05.375',-13.1,-9.9,3.4,-4.3
'0:05.376',-12.9,-8.9,3.3,-4.3
'0:05.377',-12.6,-8,3.2,-4.3
'0:05.378',-12.3,-7.2,3,-4.2
'0:05.379',-12.1,-6.4,2.8,-4.2
'0:05.380',-11.9,-5.6,2.7,-4.1
'0:05.381',-11.6,-4.7,2.5,-4
'0:05.382',-11.3,-3.9,2.3,-3.8
'0:05.383',-10.9,-3.3,2.2,-3.6
'0:05.384',-10.5,-2.8,2.2,-3.4
'0:05.385',-9.9,-2.5,2.2,-3.2
'0:05.386',-9.4,-2.3,2.1,-2.8
'0:05.387',-8.8,-2.1,2,-2.4
'0:05.388',-8.2,-2,2,-1.9
'0:05.389',-7.7,-2,1.8,-1.4
'0:05.390',-7.3,-2.1,1.7,-0.9
'0:05.391',-7,-2.1,1.6,-0.4
'0:05.392',-6.7,-2,1.5,0.1
'0:05.393',-6.6,-2,1.4,0.5
'0:05.394',-6.4,-2,1.3,0.9
'0:05.395',-6.1,-2.1,1.1,1.2
'0:05.396',-5.9,-2.2,1,1.3
'0:05.397',-5.7,-2.6,0.9,1.1
'0:05.398',-5.5,-2.9,0.8,0.9
'0:05.399',-5.3,-3.2,0.7,0.7
'0:05.400',-5,-3.4,0.6,0.5
'0:05.401',-4.6,-3.4,0.4,0.4
'0:05.402',-4.1,-3.5,0.3,0.3
'0:05.403',-3.6,-3.5,0.2,0.1
'0:05.404',-3.2,-3.6,0.1,-0.1
'0:05.405',-2.8,-3.7,0,-0.3
'0:05.406',-2.5,-3.8,0,-0.5
'0:05.407',-2.2,-3.9,-0.1,-0.7
'0:05.408',-1.9,-4.1,-0.1,-0.8
'0:05.409',-1.7,-4.3,-0.1,-0.9
'0:05.410',-1.6,-4.6,-0.2,-0.9
'0:05.411',-1.5,-4.7,-0.2,-0.8
'0:05.412',-1.2,-4.7,-0.4,-0.7
'0:05.413',-0.7,-4.3,-0.6,-0.6
'0:05.414',0.1,-3.9,-0.9,-0.5
'0:05.415',1,-3.3,-1.3,-0.6
'0:05.416',2,-2.8,-1.6,-0.8
'0:05.417',3.2,-2.1,-2,-1.3
'0:05.418',4.5,-1.3,-2.3,-2
'0:05.419',5.9,-0.4,-2.7,-2.7
'0:05.420',7.2,0.7,-2.9,-3.6
'0:05.421',8.4,1.7,-3,-4.5
'0:05.422',9.2,2.9,-2.9,-5.5
'0:05.423',9.8,4.1,-2.8,-6.5
'0:05.424',10.1,5.2,-2.5,-7.2
'0:05.425',10.3,6,-2.4,-7.5
'0:05.426',10.5,6.7,-2.5,-7.4
'0:05.427',10.8,7.2,-2.8,-6.9
'0:05.428',10.8,7.5,-3,-6
'0:05.429',10.4,7.6,-3,-5
'0:05.430',9.5,7.4,-2.9,-4
'0:05.431',8.2,7,-2.5,-3
'0:05.432',6.6,6.4,-2.1,-2.1
'0:05.433',5.1,5.9,-1.6,-1.3
'0:05.434',3.8,5.5,-1.3,-0.5
'0:05.435',2.7,5.3,-1.1,0.2
'0:05.436',1.9,4.9,-1,0.8
'0:05.437',1.2,4.3,-1.1,1.4
'0:05.438',0.6,3.6,-1.3,1.7
'0:05.439',0.4,3,-1.4,2
'0:05.440',0.4,2.6,-1.6,2.2
'0:05.441',0.6,2.5,-1.7,2.3
'0:05.442',0.9,2.4,-1.7,2.3
'0:05.443',1.2,2.4,-1.7,2.2
'0:05.444',1.6,2.2,-1.7,2.1
'0:05.445',2.1,2.1,-1.6,2
'0:05.446',2.7,2,-1.5,2
'0:05.447',3.4,2.1,-1.4,1.9
'0:05.448',3.9,2.3,-1.4,1.9
'0:05.449',4.3,2.4,-1.4,1.8
'0:05.450',4.7,2.4,-1.3,1.8
'0:05.451',4.9,2.4,-1.3,1.7
'0:05.452',5.2,2.4,-1.3,1.7
'0:05.453',5.3,2.5,-1.3,1.8
'0:05.454',5.3,2.6,-1.3,1.8
'0:05.455',5.2,2.7,-1.3,1.9
'0:05.456',4.9,2.6,-1.3,2
'0:05.457',4.7,2.4,-1.3,2
'0:05.458',4.5,2.2,-1.3,2
'0:05.459',4.2,2,-1.2,2.1
'0:05.460',4.1,1.8,-1.1,2.2
'0:05.461',4,1.7,-1,2.3
'0:05.462',4,1.7,-0.9,2.4
'0:05.463',4.1,1.8,-0.8,2.6
'0:05.464',4.3,1.9,-0.5,2.8
'0:05.465',4.4,2.1,-0.3,3.1
'0:05.466',4.5,2.4,0.1,3.4
'0:05.467',4.6,2.7,0.5,3.8
'0:05.468',4.6,3.2,1,4.2
'0:05.469',4.5,3.6,1.6,4.6
'0:05.470',4.4,4.1,2.3,5.2
'0:05.471',4.2,4.6,2.9,5.7
'0:05.472',3.9,5.1,3.6,6.3
'0:05.473',3.7,5.4,4.2,6.9
'0:05.474',3.5,5.7,4.8,7.3
'0:05.475',3.4,5.9,5.3,7.7
'0:05.476',3.3,6.1,5.8,8
'0:05.477',3.3,6.2,6.2,8.3
'0:05.478',3.3,6.3,6.6,8.6
'0:05.479',3.2,6.3,7,8.9
'0:05.480',3.3,6.3,7.2,9.2
'0:05.481',3.4,6.2,7.5,9.5
'0:05.482',3.5,6.1,7.8,9.8
'0:05.483',3.5,6,8,10.1
'0:05.484',3.5,5.8,8.3,10.4
'0:05.485',3.4,5.6,8.5,10.6
'0:05.486',3.2,5.4,8.6,10.7
'0:05.487',2.9,5.3,8.7,10.7
'0:05.488',2.7,5.2,8.7,10.7
'0:05.489',2.3,5.2,8.6,10.5
'0:05.490',2,5.2,8.5,10.3
'0:05.491',1.6,5.3,8.2,10
'0:05.492',1.3,5.3,7.8,9.6
'0:05.493',1.1,5.3,7.3,9.2
'0:05.494',0.9,5.3,6.7,8.7
'0:05.495',0.8,5.2,6.1,8.2
'0:05.496',0.8,5.1,5.4,7.6
'0:05.497',1,4.8,4.8,6.9
'0:05.498',1.3,4.6,4,6.1
'0:05.499',1.8,4.2,3.1,5.3
'0:05.500',2.4,3.8,2.2,4.5
'0:05.501',3.1,3.2,1.2,3.6
'0:05.502',3.8,2.5,0.1,2.6
'0:05.503',4.5,1.6,-1,1.5
'0:05.504',5.3,0.3,-2.2,0.4
'0:05.505',6.1,-1.2,-3.4,-0.9
'0:05.506',7.1,-3.1,-4.7,-2.3
'0:05.507',8,-5.3,-6.2,-3.9
'0:05.508',9,-7.9,-7.8,-5.7
'0:05.509',10.1,-10.9,-9.6,-7.6
'0:05.510',11.3,-14.3,-11.5,-9.8
'0:05.511',12.6,-18.1,-13.5,-12.1
'0:05.512',13.9,-22.3,-15.6,-14.8
'0:05.513',15.3,-27,-17.8,-17.6
'0:05.514',16.7,-32.2,-20.2,-20.8
'0:05.515',18,-37.8,-22.6,-24.1
'0:05.516',19.3,-43.7,-25.1,-27.7
'0:05.517',20.4,-50,-27.6,-31.4
'0:05.518',21.4,-56.6,-30,-35.2
'0:05.519',22,-63.5,-32.4,-39.1
'0:05.520',21.9,-70.7,-34.5,-43.1
'0:05.521',21,-78.2,-36.3,-47.1
'0:05.522',18.9,-85.7,-37.6,-51.1
'0:05.523',15.8,-93.1,-38.3,-54.8
'0:05.524',11.5,-100.2,-38.5,-58.3
'0:05.525',6.6,-106.6,-38.3,-61.4
'0:05.526',1.5,-112.2,-37.7,-64.2
'0:05.527',-3.3,-116.7,-37,-66.3
'0:05.528',-7.2,-119.8,-36.3,-67.8
'0:05.529',-9.7,-121.4,-35.9,-68.6
'0:05.530',-10.8,-121.4,-35.5,-68.5
'0:05.531',-10.9,-119.7,-35.1,-67.7
'0:05.532',-10.5,-116.5,-34.5,-66.1
'0:05.533',-10.3,-112,-33.3,-63.9
'0:05.534',-10.8,-106.2,-31.5,-60.9
'0:05.535',-12,-99.2,-29,-57.3
'0:05.536',-13.3,-91.1,-25.9,-53
'0:05.537',-14.7,-82.2,-22.2,-48.2
'0:05.538',-16.2,-72.6,-18.2,-43.1
'0:05.539',-17.9,-62.7,-14,-37.7
'0:05.540',-20.1,-52.5,-9.6,-32.2
'0:05.541',-22.5,-42.5,-5.1,-26.8
'0:05.542',-25.2,-32.7,-0.6,-21.4
'0:05.543',-27.9,-23.4,3.9,-16.3
'0:05.544',-30.9,-14.7,8.2,-11.4
'0:05.545',-34.2,-6.8,12.3,-7
'0:05.546',-37.8,0.1,16.1,-3
'0:05.547',-41.4,6,19.6,0.5
'0:05.548',-44.4,11,22.6,3.5
'0:05.549',-46.5,15.1,24.9,6
'0:05.550',-47.5,18.3,26.5,8
'0:05.551',-47.2,20.8,27.2,9.6
'0:05.552',-45.6,22.6,27,10.7
'0:05.553',-42.3,23.8,26,11.5
'0:05.554',-37.5,24.7,24.1,11.9
'0:05.555',-31.2,25.3,21.5,12.1
'0:05.556',-23.9,25.7,18.4,12.1
'0:05.557',-16.2,25.9,14.9,12
'0:05.558',-8.4,26,11.3,11.7
'0:05.559',-0.8,26,7.7,11.3
'0:05.560',6.2,25.9,4.4,10.9
'0:05.561',12.2,25.7,1.4,10.4
'0:05.562',17.2,25.3,-1.3,9.8
'0:05.563',21.2,24.8,-3.5,9.3
'0:05.564',24.1,24,-5.3,8.8
'0:05.565',26.1,23.1,-6.6,8.2
'0:05.566',27.5,21.9,-7.6,7.6
'0:05.567',28.2,20.6,-8.3,7
'0:05.568',28.4,19.2,-8.7,6.4
'0:05.569',28.2,17.8,-9,5.9
'0:05.570',27.8,16.4,-9,5.5
'0:05.571',27.2,15,-8.9,5.1
'0:05.572',26.4,13.6,-8.8,4.7
'0:05.573',25.4,12.1,-8.5,4.3
'0:05.574',24.4,10.7,-8.2,3.8
'0:05.575',23.3,9.3,-7.9,3.3
'0:05.576',22.2,8,-7.6,2.9
'0:05.577',21.1,6.9,-7.2,2.7
'0:05.578',19.9,5.8,-6.9,2.4
'0:05.579',18.7,4.9,-6.6,2.2
'0:05.580',17.5,4,-6.3,2
'0:05.581',16.4,3.4,-6,1.7
'0:05.582',15.4,2.8,-5.6,1.5
'0:05.583',14.4,2.4,-5.3,1.3
'0:05.584',13.3,2,-4.9,1.2
'0:05.585',12.2,1.6,-4.6,1.1
'0:05.586',11.1,1.3,-4.2,1
'0:05.587',10,1,-3.8,1
'0:05.588',8.9,0.8,-3.4,1
'0:05.589',7.8,0.6,-3,0.9
'0:05.590',6.8,0.5,-2.6,0.8
'0:05.591',5.8,0.5,-2.2,0.7
'0:05.592',4.9,0.5,-1.9,0.7
'0:05.593',4.2,0.6,-1.6,0.8
'0:05.594',3.6,0.7,-1.3,0.9
'0:05.595',3.2,0.8,-1,0.9
'0:05.596',2.7,0.9,-0.7,1
'0:05.597',2.4,1,-0.5,1
'0:05.598',2.1,1,-0.2,0.9
'0:05.599',1.9,0.9,-0.1,0.9
'0:05.600',1.6,0.8,0.1,0.8
'0:05.601',1.4,0.7,0.2,0.8
'0:05.602',1,0.6,0.3,0.8
'0:05.603',0.7,0.5,0.4,0.7
'0:05.604',0.5,0.4,0.4,0.7
'0:05.605',0.5,0.2,0.4,0.6
'0:05.606',0.6,0,0.4,0.6
'0:05.607',0.8,-0.2,0.3,0.5
'0:05.608',1.1,-0.5,0.3,0.5
'0:05.609',1.5,-0.8,0.2,0.5
'0:05.610',1.9,-1,0.1,0.4
'0:05.611',2.4,-1.2,-0.1,0.3
'0:05.612',2.9,-1.4,-0.2,0.3
'0:05.613',3.4,-1.7,-0.3,0.2
'0:05.614',3.8,-1.9,-0.4,0.2
'0:05.615',4.1,-2.1,-0.5,0.2
'0:05.616',4.4,-2.3,-0.6,0.1
'0:05.617',4.8,-2.4,-0.7,0.1
'0:05.618',5.1,-2.5,-0.8,0
'0:05.619',5.4,-2.6,-0.9,-0.1
'0:05.620',5.6,-2.6,-0.9,-0.2
'0:05.621',5.6,-2.6,-0.9,-0.3
'0:05.622',5.5,-2.5,-0.9,-0.4
'0:05.623',5.4,-2.4,-0.9,-0.5
'0:05.624',5.2,-2.4,-0.9,-0.7
'0:05.625',4.9,-2.4,-1,-0.9
'0:05.626',4.4,-2.4,-1,-1
'0:05.627',3.8,-2.4,-1,-1.1
'0:05.628',3.4,-2.3,-1,-1.2
'0:05.629',3.2,-2.3,-1,-1.2
'0:05.630',3,-2.5,-1,-1.2
'0:05.631',2.8,-2.8,-1,-1.1
'0:05.632',2.6,-3.1,-1,-1.1
'0:05.633',2.4,-3.3,-1,-1.1
'0:05.634',2.4,-3.3,-1,-1.1
'0:05.635',2.4,-3.2,-1,-1
'0:05.636',2.4,-3.2,-1,-1
'0:05.637',2.2,-3.4,-1,-1
'0:05.638',1.8,-3.9,-0.9,-1.1
'0:05.639',1.4,-4.4,-0.9,-1.1
'0:05.640',1,-4.6,-0.9,-1.1
'0:05.641',0.7,-4.7,-1,-1.1
'0:05.642',0.4,-4.7,-1,-1
'0:05.643',0.1,-4.8,-1,-1
'0:05.644',-0.3,-4.8,-1,-0.9
'0:05.645',-0.6,-4.9,-0.9,-0.8
'0:05.646',-0.9,-4.9,-0.9,-0.7
'0:05.647',-1.1,-4.8,-0.8,-0.7
'0:05.648',-1.1,-4.7,-0.8,-0.7
'0:05.649',-1.1,-4.6,-0.8,-0.7
'0:05.650',-1,-4.6,-0.8,-0.8
'0:05.651',-0.8,-4.5,-0.8,-0.9
'0:05.652',-0.6,-4.4,-0.9,-1
'0:05.653',-0.2,-4.3,-0.9,-1
'0:05.654',0.3,-4.3,-0.9,-1
'0:05.655',0.9,-4.4,-0.8,-1
'0:05.656',1.4,-4.6,-0.8,-1
'0:05.657',1.9,-4.8,-0.9,-1
'0:05.658',2.3,-4.9,-0.9,-1
'0:05.659',2.5,-5.1,-0.9,-1
'0:05.660',2.8,-5.2,-0.9,-1.2
'0:05.661',2.9,-5.2,-0.9,-1.3
'0:05.662',3,-5.2,-0.9,-1.4
'0:05.663',3,-5.2,-0.9,-1.4
'0:05.664',2.8,-5.2,-0.9,-1.4
'0:05.665',2.5,-5.1,-0.9,-1.4
'0:05.666',2.1,-5.1,-1,-1.5
'0:05.667',1.8,-5.1,-1,-1.6
'0:05.668',1.6,-5.1,-1,-1.8
'0:05.669',1.4,-5,-1,-1.9
'0:05.670',1.3,-4.9,-1,-2
'0:05.671',1.2,-4.8,-1,-2.1
'0:05.672',1.1,-4.8,-1.1,-2.1
'0:05.673',1.2,-4.9,-1.1,-2.2
'0:05.674',1.3,-5.1,-1.2,-2.2
'0:05.675',1.4,-5.3,-1.3,-2.2
'0:05.676',1.4,-5.5,-1.3,-2.1
'0:05.677',1.5,-5.8,-1.3,-2
'0:05.678',1.5,-6,-1.4,-1.9
'0:05.679',1.5,-6.2,-1.4,-1.8
'0:05.680',1.5,-6.4,-1.5,-1.8
'0:05.681',1.5,-6.7,-1.5,-1.8
'0:05.682',1.5,-6.9,-1.6,-1.8
'0:05.683',1.6,-7.1,-1.7,-1.7
'0:05.684',1.8,-7.2,-1.7,-1.7
'0:05.685',2.1,-7.3,-1.8,-1.7
'0:05.686',2.5,-7.5,-1.8,-1.7
'0:05.687',2.9,-7.7,-1.9,-1.7
'0:05.688',3.4,-7.8,-2,-1.8
'0:05.689',4,-7.9,-2.1,-2
'0:05.690',4.6,-7.8,-2.2,-2.2
'0:05.691',5.2,-7.7,-2.3,-2.4
'0:05.692',5.6,-7.6,-2.4,-2.6
'0:05.693',5.8,-7.5,-2.5,-2.6
'0:05.694',5.7,-7.5,-2.5,-2.7
'0:05.695',5.5,-7.5,-2.5,-2.7
'0:05.696',5.3,-7.5,-2.6,-2.9
'0:05.697',4.9,-7.5,-2.6,-3.1
'0:05.698',4.3,-7.5,-2.6,-3.4
'0:05.699',3.6,-7.7,-2.6,-3.6
'0:05.700',2.9,-7.8,-2.6,-3.8
'0:05.701',2.2,-8,-2.6,-3.9
'0:05.702',1.8,-8.2,-2.7,-4
'0:05.703',1.5,-8.4,-2.7,-4.2
'0:05.704',1.4,-8.5,-2.8,-4.3
'0:05.705',1.3,-8.7,-2.8,-4.3
'0:05.706',1.4,-8.9,-2.9,-4.4
'0:05.707',1.5,-9.1,-2.9,-4.4
'0:05.708',1.9,-9.3,-3,-4.5
'0:05.709',2.4,-9.4,-3,-4.5
'0:05.710',3,-9.5,-3.2,-4.5
'0:05.711',3.5,-9.5,-3.3,-4.6
'0:05.712',4,-9.6,-3.4,-4.6
'0:05.713',4.5,-9.6,-3.5,-4.5
'0:05.714',4.9,-9.7,-3.6,-4.5
'0:05.715',5.3,-9.7,-3.7,-4.5
'0:05.716',5.6,-9.8,-3.8,-4.4
'0:05.717',5.7,-9.8,-3.8,-4.3
'0:05.718',5.5,-9.9,-3.9,-4.2
'0:05.719',5.3,-9.9,-3.9,-4.2
'0:05.720',4.9,-10,-3.9,-4.1
'0:05.721',4.5,-10.1,-4,-4.2
'0:05.722',4.1,-10.1,-4,-4.2
'0:05.723',3.8,-10.3,-4,-4.3
'0:05.724',3.4,-10.4,-4,-4.3
'0:05.725',3.2,-10.6,-4,-4.2
'0:05.726',3,-10.8,-4,-4.2
'0:05.727',3,-11,-4,-4.2
'0:05.728',3,-11.1,-4,-4.3
'0:05.729',3.1,-11.2,-4,-4.2
'0:05.730',3.2,-11.1,-4,-4.2
'0:05.731',3.3,-11,-4,-4.2
'0:05.732',3.4,-10.8,-4,-4.3
'0:05.733',3.5,-10.7,-4.1,-4.5
'0:05.734',3.5,-10.8,-4.1,-4.7
'0:05.735',3.5,-10.9,-4.2,-4.9
'0:05.736',3.4,-10.9,-4.3,-5
'0:05.737',3.5,-10.6,-4.3,-5.1
'0:05.738',3.6,-10.2,-4.4,-5.1
'0:05.739',3.8,-9.8,-4.5,-5.2
'0:05.740',3.9,-9.5,-4.5,-5.4
'0:05.741',3.8,-9.5,-4.6,-5.5
'0:05.742',3.7,-9.7,-4.7,-5.6
'0:05.743',3.6,-9.8,-4.7,-5.7
'0:05.744',3.5,-9.9,-4.8,-5.8
'0:05.745',3.3,-10.1,-4.8,-5.9
'0:05.746',3.1,-10.2,-4.8,-6
'0:05.747',2.9,-10.3,-4.8,-6
'0:05.748',2.8,-10.5,-4.8,-6
'0:05.749',2.7,-10.5,-4.9,-6
'0:05.750',2.7,-10.5,-4.9,-5.9
'0:05.751',2.7,-10.5,-4.9,-5.9
'0:05.752',2.7,-10.4,-4.9,-5.8
'0:05.753',2.8,-10.4,-4.9,-5.8
'0:05.754',3,-10.4,-4.9,-5.7
'0:05.755',3.2,-10.5,-4.8,-5.6
'0:05.756',3.5,-10.6,-4.8,-5.6
'0:05.757',3.8,-10.7,-4.8,-5.6
'0:05.758',4.1,-10.8,-4.8,-5.7
'0:05.759',4.3,-10.9,-4.8,-5.7
'0:05.760',4.6,-11,-4.8,-5.6
'0:05.761',4.8,-11.2,-4.8,-5.4
'0:05.762',4.9,-11.4,-4.8,-5.2
'0:05.763',5,-11.7,-4.8,-5.2
'0:05.764',4.9,-12,-4.7,-5.2
'0:05.765',4.8,-12.3,-4.8,-5.2
'0:05.766',4.7,-12.7,-4.8,-5.2
'0:05.767',4.5,-12.9,-4.7,-5.2
'0:05.768',4.4,-13.2,-4.7,-5.3
'0:05.769',4.2,-13.4,-4.6,-5.4
'0:05.770',4,-13.7,-4.5,-5.5
'0:05.771',3.9,-14,-4.3,-5.6
'0:05.772',3.8,-14.2,-4.3,-5.7
'0:05.773',3.9,-14.2,-4.2,-5.8
'0:05.774',4.1,-14,-4.1,-5.8
'0:05.775',4.2,-13.8,-4.1,-5.9
'0:05.776',4.4,-13.4,-4,-6
'0:05.777',4.5,-13.2,-3.9,-6
'0:05.778',4.5,-12.9,-3.7,-6
'0:05.779',4.5,-12.6,-3.6,-6
'0:05.780',4.4,-12.2,-3.4,-6
'0:05.781',4.2,-12,-3.3,-6
'0:05.782',3.8,-11.8,-3.1,-6
'0:05.783',3.3,-11.8,-3,-5.9
'0:05.784',2.7,-11.9,-2.8,-5.9
'0:05.785',2.2,-12,-2.7,-5.9
'0:05.786',1.6,-12.2,-2.6,-5.9
'0:05.787',1.1,-12.4,-2.5,-5.9
'0:05.788',0.5,-12.7,-2.4,-5.9
'0:05.789',-0.1,-13,-2.3,-5.9
'0:05.790',-0.6,-13.4,-2.2,-5.9
'0:05.791',-1.1,-13.6,-2,-5.9
'0:05.792',-1.4,-13.9,-1.8,-5.9
'0:05.793',-1.6,-14,-1.6,-5.9
'0:05.794',-1.9,-14.1,-1.4,-5.8
'0:05.795',-2.1,-14.2,-1.2,-5.6
'0:05.796',-2.3,-14.3,-1.1,-5.5
'0:05.797',-2.4,-14.4,-1,-5.5
'0:05.798',-2.5,-14.3,-0.9,-5.5
'0:05.799',-2.6,-14.2,-0.7,-5.4
'0:05.800',-2.8,-14,-0.5,-5.4
'0:05.801',-3.2,-13.8,-0.3,-5.3
'0:05.802',-3.8,-13.6,-0.1,-5.2
'0:05.803',-4.3,-13.6,0,-5
'0:05.804',-4.7,-13.5,0.2,-4.9
'0:05.805',-5.1,-13.5,0.4,-4.8
'0:05.806',-5.3,-13.4,0.5,-4.7
'0:05.807',-5.6,-13.4,0.7,-4.5
'0:05.808',-5.7,-13.4,0.9,-4.4
'0:05.809',-5.6,-13.4,1,-4.3
'0:05.810',-5.4,-13.4,1.2,-4.1
'0:05.811',-5.1,-13.2,1.3,-4.1
'0:05.812',-4.9,-13,1.4,-4
'0:05.813',-4.7,-12.8,1.4,-4.1
'0:05.814',-4.6,-12.6,1.5,-4.1
'0:05.815',-4.5,-12.5,1.5,-4
'0:05.816',-4.4,-12.3,1.4,-3.9
'0:05.817',-4.3,-11.9,1.4,-3.8
'0:05.818',-4.4,-11.3,1.4,-3.5
'0:05.819',-4.6,-10.6,1.4,-3.4
'0:05.820',-4.8,-10,1.4,-3.2
'0:05.821',-5,-9.5,1.4,-3.1
'0:05.822',-5.1,-9,1.4,-3
'0:05.823',-5.2,-8.5,1.4,-3
'0:05.824',-5.4,-8,1.4,-3
'0:05.825',-5.4,-7.6,1.5,-3
'0:05.826',-5.4,-7.2,1.5,-3
'0:05.827',-5.3,-6.9,1.6,-3.1
'0:05.828',-5.2,-6.6,1.6,-3.2
'0:05.829',-5.1,-6.3,1.7,-3.3
'0:05.830',-5.1,-5.9,1.8,-3.4
'0:05.831',-5,-5.6,1.8,-3.6
'0:05.832',-5,-5.3,1.8,-3.6
'0:05.833',-4.9,-5.1,1.8,-3.5
'0:05.834',-4.7,-4.8,1.7,-3.4
'0:05.835',-4.6,-4.5,1.6,-3.2
'0:05.836',-4.5,-4.2,1.6,-2.8
'0:05.837',-4.3,-4.1,1.6,-2.5
'0:05.838',-4.2,-4.1,1.5,-2.1
'0:05.839',-4.1,-4.1,1.5,-1.7
'0:05.840',-3.9,-4,1.4,-1.2
'0:05.841',-3.8,-3.9,1.3,-0.7
'0:05.842',-3.6,-3.8,1.3,-0.2
'0:05.843',-3.4,-3.7,1.2,0.1
'0:05.844',-3.3,-3.7,1.1,0.4
'0:05.845',-3.2,-3.6,1,0.7
'0:05.846',-3.1,-3.5,0.9,0.9
'0:05.847',-3,-3.3,0.9,1
'0:05.848',-2.8,-3.2,0.8,1.1
'0:05.849',-2.7,-3.2,0.8,1
'0:05.850',-2.6,-3.2,0.7,1
'0:05.851',-2.6,-3.3,0.7,0.9
'0:05.852',-2.5,-3.5,0.7,0.9
'0:05.853',-2.3,-3.6,0.7,0.7
'0:05.854',-2.1,-3.7,0.8,0.4
'0:05.855',-1.8,-3.8,0.8,0.1
'0:05.856',-1.6,-3.9,0.7,-0.2
'0:05.857',-1.4,-4,0.7,-0.3
'0:05.858',-1.3,-4.1,0.7,-0.4
'0:05.859',-1.3,-4.2,0.6,-0.5
'0:05.860',-1.3,-4.1,0.6,-0.8
'0:05.861',-1.3,-4,0.6,-1.1
'0:05.862',-1.4,-3.8,0.7,-1.3
'0:05.863',-1.4,-3.6,0.7,-1.4
'0:05.864',-1.5,-3.6,0.8,-1.3
'0:05.865',-1.7,-3.6,0.8,-1.2
'0:05.866',-1.9,-3.8,0.9,-1.1
'0:05.867',-2.2,-4,1,-1.2
'0:05.868',-2.6,-4.3,1.1,-1.1
'0:05.869',-2.8,-4.5,1.1,-1
'0:05.870',-2.9,-4.7,1.1,-0.8
'0:05.871',-2.9,-4.8,1,-0.6
'0:05.872',-2.6,-4.8,0.9,-0.6
'0:05.873',-2,-4.9,0.7,-0.8
'0:05.874',-1.2,-4.9,0.4,-1.1
'0:05.875',-0.2,-4.7,0.2,-1.5
'0:05.876',1,-4.3,-0.1,-2
'0:05.877',2.4,-3.9,-0.4,-2.7
'0:05.878',3.8,-3.3,-0.6,-3.5
'0:05.879',5.2,-2.6,-0.8,-4.5
'0:05.880',6.4,-1.6,-0.9,-5.5
'0:05.881',7.3,-0.5,-0.8,-6.6
'0:05.882',8,0.9,-0.5,-7.6
'0:05.883',8.5,2.3,-0.3,-8.4
'0:05.884',8.8,3.6,-0.1,-9
'0:05.885',9.1,4.7,-0.2,-9.3
'0:05.886',9.2,5.5,-0.4,-9.1
'0:05.887',9.1,6.1,-0.7,-8.6
'0:05.888',8.5,6.5,-0.9,-7.8
'0:05.889',7.5,6.7,-0.8,-6.8
'0:05.890',6.1,6.6,-0.5,-5.8
'0:05.891',4.4,6.3,-0.2,-4.8
'0:05.892',2.8,5.7,0.2,-3.8
'0:05.893',1.2,4.9,0.5,-2.9
'0:05.894',-0.2,4.2,0.7,-2
'0:05.895',-1.3,3.4,0.8,-1
'0:05.896',-2,2.6,0.8,-0.1
'0:05.897',-2.5,1.9,0.8,0.8
'0:05.898',-2.6,1.2,0.7,1.6
'0:05.899',-2.7,0.7,0.5,2.1
'0:05.900',-2.7,0.2,0.4,2.5
'0:05.901',-2.7,-0.2,0.3,2.8
'0:05.902',-2.8,-0.4,0.2,3.1
'0:05.903',-2.9,-0.7,0.2,3.2
'0:05.904',-3,-0.9,0.3,3.3
'0:05.905',-3,-1,0.5,3.1
'0:05.906',-2.9,-1,0.6,2.8
'0:05.907',-2.8,-0.9,0.6,2.4
'0:05.908',-2.6,-0.9,0.7,2.1
'0:05.909',-2.3,-0.8,0.6,1.7
'0:05.910',-1.9,-0.7,0.6,1.4
'0:05.911',-1.5,-0.7,0.6,1
'0:05.912',-1.2,-0.6,0.5,0.7
'0:05.913',-0.9,-0.6,0.5,0.3
'0:05.914',-0.7,-0.7,0.5,-0.1
'0:05.915',-0.5,-0.8,0.4,-0.3
'0:05.916',-0.2,-1,0.4,-0.4
'0:05.917',0,-1.1,0.3,-0.5
'0:05.918',0.2,-1.2,0.3,-0.5
